,course_name,course_url,course_photo,course_level,course_effort,course_length,course_language,course_subtitle,course_price,course_partner,university_link,course_enrollments
0,The ArchitecturalImagination…,https://www.edx.org/course/the-architectural-imagination,https://prod-discovery.edx-cdn.org/media/course/image/8c411679-4105-4de9-8a4c-9c5b3f4a33a6-8e968ff5d2c3.jpg,['Introductory'],['3–5 hours per week'],['10 Weeks'],['English'],['English'],['$199 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"415,051"
1,The Path to Happiness:What Chinese PhilosophyTeaches us about the G……,https://www.edx.org/course/the-path-to-happiness,https://prod-discovery.edx-cdn.org/media/course/image/30bf5a48-c40b-49ae-86d9-0a7cd75ae56e-a6cda063cfd6.jpeg,['Introductory'],['1–2 hours per week'],['13 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"29,623"
2,Pyramids of Giza: AncientEgyptian Art andArchaeology…,https://www.edx.org/course/pyramids-of-giza-ancient-egyptian-art-and-archaeol,https://prod-discovery.edx-cdn.org/media/course/image/d32bba34-f516-4116-bf61-9c6b124c3e3c-021bf104cfdd.jpg,['Introductory'],['2–4 hours per week'],['8 Weeks'],['English'],['English'],['$149 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"127,414"
3,"U.S. Public Policy: Social,Economic, and ForeignPolicies…",https://www.edx.org/course/us-public-policy-social-economic-and-foreign-polic,https://prod-discovery.edx-cdn.org/media/course/image/356d8a70-fc0b-4a75-9c3e-eb9f87f6d85c-286e210cc8d7.png,['Introductory'],['2–4 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"46,472"
4,"Women Making History:Ten Objects, ManyStories…",https://www.edx.org/course/women-making-history-ten-objects-many-stories,https://prod-discovery.edx-cdn.org/media/course/image/fe3bf07f-bc54-49db-b8ff-28eb54692ac6-62ef926a0655.jpg,['Introductory'],['2–3 hours per week'],['8 Weeks'],['English'],['English'],['$139 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"40,788"
5,Buddhism Through ItsScriptures…,https://www.edx.org/course/buddhism-through-its-scriptures,https://prod-discovery.edx-cdn.org/media/course/image/8820abc8-45a1-4ec1-ad51-d2a020ae4ef2-a65bd9ef1946.png,['Introductory'],['5–10 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"184,691"
6,Masterpieces of WorldLiterature…,https://www.edx.org/course/masterpieces-of-world-literature,https://prod-discovery.edx-cdn.org/media/course/image/3204fe1c-e279-4948-abf3-37df0e0ff5ff-2c54ff277a05.jpg,['Introductory'],['5–7 hours per week'],['12 Weeks'],['English'],['English'],['$199 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"91,907"
7,"Religion, Conflict andPeace…",https://www.edx.org/course/religion-conflict-and-peace,https://prod-discovery.edx-cdn.org/media/course/image/47faf271-5dce-455e-8308-9bb903f1d697-2b3c718adf92.jpg,['Introductory'],['4–8 hours per week'],['8 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"76,302"
8,Hinduism Through ItsScriptures…,https://www.edx.org/course/hinduism-through-its-scriptures,https://prod-discovery.edx-cdn.org/media/course/image/f5e6e97c-1c6e-4943-9f3d-8cd366aaec66-284c695984c5.jpg,['Introductory'],['5–10 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"142,438"
9,American Government:ConstitutionalFoundations…,https://www.edx.org/course/american-government-constitutional-foundations,https://prod-discovery.edx-cdn.org/media/course/image/ac54aecf-26c9-4e7e-a3be-82a9bec871b3-c0d83d235303.png,['Introductory'],['2–4 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"37,691"
10,"CitiesX: The Past,Present and Future ofUrban Life…",https://www.edx.org/course/citiesx-the-past-present-and-future-of-urban-life,https://prod-discovery.edx-cdn.org/media/course/image/e497f49a-11af-4e68-9d0d-284b1fff5250-12020d5212c0.jpg,['Introductory'],['5–7 hours per week'],['11 Weeks'],['English'],"['English, Português']",['$169 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"79,152"
11,Rhetoric: The Art ofPersuasive Writing andPublic Speaking…,https://www.edx.org/course/rhetoric-art-of-persuasive-writing-public-speaking,https://prod-discovery.edx-cdn.org/media/course/image/941c1967-d0ee-49bc-b3c5-e6ccf4681f2a-14ac60434ff5.jpeg,['Introductory'],['2–3 hours per week'],['8 Weeks'],['English'],['English'],['$169 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"336,791"
12,Christianity Through ItsScriptures…,https://www.edx.org/course/christianity-through-its-scriptures,https://prod-discovery.edx-cdn.org/media/course/image/59cf8545-1fbc-4b99-b9c7-88614de7d1d2-989d29c1eec2.jpg,['Introductory'],['5–10 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"127,023"
13,"PredictionX: Omens,Oracles & Prophecies…",https://www.edx.org/course/omens-oracles-prophecies,https://prod-discovery.edx-cdn.org/media/course/image/2c9ed992-c007-4182-a9f4-7524b2029082-db78cc614b72.jpg,['Introductory'],['3–5 hours per week'],['1 Weeks'],['English'],['English'],['$49 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"94,663"
14,Shakespeare's Life andWork…,https://www.edx.org/course/shakespeares-life-and-work,https://prod-discovery.edx-cdn.org/media/course/image/36eb1cb5-abab-4f1c-b9f7-1c386f5b11e7-bdeb33ef6de9.jpg,['Introductory'],['5–7 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"51,046"
15,Religious Literacy:Traditions and Scriptures…,https://www.edx.org/course/religious-literacy-traditions-and-scriptures,https://prod-discovery.edx-cdn.org/media/course/image/7327b879-237f-4682-9e7e-6c458ef94bc9-f7e39c10c727.jpg,['Introductory'],['5–10 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"98,874"
16,"Citizen Politics inAmerica: Public Opinion,Elections, Interest Grou……",https://www.edx.org/course/citizen-politics-in-america-public-opinion-electio,https://prod-discovery.edx-cdn.org/media/course/image/6e281c1e-577b-4265-9a18-d869838d4ee9-bbc818f6fb2a.png,['Introductory'],['2–4 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"25,444"
17,"Hollywood: History,Industry, Art…",https://www.edx.org/course/hollywood-history-industry-art,https://prod-discovery.edx-cdn.org/media/course/image/f1a02084-6bf9-4242-bfdf-d6be7dc81501-4876b86f11b9.jpg,['Introductory'],['3–4 hours per week'],['4 Weeks'],['English'],['English'],['$169 USD'],['University of Pennsylvania'],['https://www.edx.org/school/pennx'],"51,321"
18,"Tangible Things:Discovering HistoryThrough Artworks, Artif……",https://www.edx.org/course/tangible-things-discovering-history-through-artwor,https://prod-discovery.edx-cdn.org/media/course/image/fcbfcbb3-0bb8-47e6-aa77-b58c6afe879f-d7855a574c3c.jpg,['Introductory'],['1–3 hours per week'],['10 Weeks'],['English'],['English'],['$49 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"63,594"
19,"U.S. Political Institutions:Congress, Presidency,Courts, and Bureaucracy…",https://www.edx.org/course/us-political-institutions-congress-presidency-cour,https://prod-discovery.edx-cdn.org/media/course/image/311ada4e-ba47-4c56-a55b-1538854835ac-4bbeb8c1b95e.png,['Introductory'],['2–4 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"24,395"
20,European Paintings: FromLeonardo to Rembrandtto Goya…,https://www.edx.org/course/european-paintings-from-leonardo-to-rembrandt-to-g,https://prod-discovery.edx-cdn.org/media/course/image/c1d8759b-8830-4ff1-ad31-16583ef0aff9-6838d4f0a789.jpg,['Introductory'],['2–3 hours per week'],['7 Weeks'],['English'],['English'],['$99 USD'],['Universidad Carlos III de Madrid'],['https://www.edx.org/school/uc3mx'],"62,403"
21,Islam Through ItsScriptures…,https://www.edx.org/course/islam-through-its-scriptures,https://prod-discovery.edx-cdn.org/media/course/image/96c1e478-672e-4be9-b2e5-20a3d8c3a262-08c0503a0cd6.jpg,['Introductory'],['5–10 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"67,278"
22,PredictionX: John Snowand the Cholera Epidemicof 1854…,https://www.edx.org/course/predictionx-john-snow-and-the-cholera-epidemic-of,https://prod-discovery.edx-cdn.org/media/course/image/3b490285-4eed-4f5f-b746-2e65c8ad60fb-13fca000d221.jpg,['Introductory'],[],['1 Weeks'],['English'],"['English', 'English']",['$49 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"19,223"
23,Shakespeare's Hamlet:The Ghost…,https://www.edx.org/course/shakespeares-hamlet-the-ghost,https://prod-discovery.edx-cdn.org/media/course/image/2ee68576-f98f-4190-9113-60b543203cb4-d7ff38a4fa6c.jpg,['Introductory'],['5–7 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"39,259"
24,Judaism Through ItsScriptures…,https://www.edx.org/course/judaism-through-its-scriptures,https://prod-discovery.edx-cdn.org/media/course/image/02eebb2c-d086-41de-b9d8-0b34c161d478-a670c35e7e34.jpg,['Introductory'],['5–10 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"51,192"
25,Japanese Books: FromManuscript to Print…,https://www.edx.org/course/japanese-books-from-manuscript-to-print,https://prod-discovery.edx-cdn.org/media/course/image/c3bd4810-7efa-4daa-8059-f8d583232514-d9f1f3e83e1a.jpeg,['Introductory'],['1–2 hours per week'],['9 Weeks'],['English'],['English'],['$100 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"18,404"
26,PredictionX: Lost WithoutLongitude…,https://www.edx.org/course/predictionx-lost-without-longitude,https://prod-discovery.edx-cdn.org/media/course/image/2f0dfe94-aeb4-4f7a-8dd4-4e8691cd6c0d-5cf0806e55b0.jpg,['Introductory'],['2–5 hours per week'],['1 Weeks'],['English'],['English'],['$49 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"10,689"
27,Sikhism Through ItsScriptures…,https://www.edx.org/course/sikhism-through-its-scriptures,https://prod-discovery.edx-cdn.org/media/course/image/19e9fb79-a26b-403d-ace9-90b55f9d1573-7ed08ac18fc0.jpg,['Introductory'],['5–10 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"44,620"
28,Gender andIntersectionality…,https://www.edx.org/course/gender-and-intersectionality,https://prod-discovery.edx-cdn.org/media/course/image/3e923ed8-1743-4a60-9871-d9f838937e1e-dcb18aa309cf.png,['Introductory'],['2–5 hours per week'],['6 Weeks'],['English'],['English'],['$50 USD'],['The University of Iceland'],['https://www.edx.org/school/uicelandx'],"5,188"
29,Shakespeare’s Othello:The Moor…,https://www.edx.org/course/shakespeares-othello-the-moor,https://prod-discovery.edx-cdn.org/media/course/image/9ee683a4-d5e8-4663-ac19-c6dc5a5ecab6-533925d310d4.jpg,['Introductory'],['5–7 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"32,430"
30,18th-Century Opera:Handel & Mozart…,https://www.edx.org/course/18th-century-opera-handel-mozart,https://prod-discovery.edx-cdn.org/media/course/image/df430763-6267-4c2c-9bd0-9865c709944c-0ca738bf6348.jpg,['Introductory'],['3–4 hours per week'],['5 Weeks'],['English'],['English'],['$139 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"18,985"
31,"Pintura europea:Leonardo, Rembrandt,Goya…",https://www.edx.org/course/pintura-europea-leonardo-rembrandt-goya,https://prod-discovery.edx-cdn.org/media/course/image/8c9874e0-ae12-41cc-8fd0-9942be57f99a-9b7e999e4ba0.jpg,['Introductory'],['2–3 hours per week'],['7 Weeks'],['Español'],['Español'],['$29 USD'],['Universidad Carlos III de Madrid'],['https://www.edx.org/school/uc3mx'],"33,346"
32,Fighting for Equality:1950–2018…,https://www.edx.org/course/fighting-for-equality-19502018,https://prod-discovery.edx-cdn.org/media/course/image/e1726780-a1d9-424d-a97d-9f04462b5606-f666cac7d6ca.jpg,['Intermediate'],['2–3 hours per week'],['10 Weeks'],['English'],['English'],['$50 USD'],['Columbia University'],['https://www.edx.org/school/columbiax'],"9,774"
33,China and Communism…,https://www.edx.org/course/china-and-communism,https://prod-discovery.edx-cdn.org/media/course/image/d5133ea8-89a2-43c6-b448-a5bb965045a4-8d3762e0e60b.jpg,['Introductory'],['1–3 hours per week'],['15 Weeks'],['English'],"['English, 中文']",['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"69,811"
34,Shakespeare's TheMerchant of Venice:Shylock…,https://www.edx.org/course/shakespeares-merchant-of-venice-shylock,https://prod-discovery.edx-cdn.org/media/course/image/79f21ace-02c3-4d4b-9b02-8eb4ce735f7b-e1fbfdd8da2f.jpg,['Introductory'],['5–7 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"23,690"
35,The Civil War andReconstruction -1850-1861: A House Div……,https://www.edx.org/course/cwr-1850-1861-a-house-divided,https://prod-discovery.edx-cdn.org/media/course/image/01f88482-c127-4130-b928-902d39e5b326-bf578aa4c27e.jpg,['Introductory'],['6–8 hours per week'],['15 Weeks'],['English'],['English'],['$50 USD'],['Columbia University'],['https://www.edx.org/school/columbiax'],"24,059"
36,"Contemporary China: ThePeople's Republic,Taiwan, and Hong Kong…",https://www.edx.org/course/contemporary-china-the-peoples-republic-taiwan-and,https://prod-discovery.edx-cdn.org/media/course/image/59a3f9ce-134d-4d2c-9051-780313effc92-7737c114fc92.jpg,['Introductory'],['1–3 hours per week'],['15 Weeks'],['English'],"['English, 中文']",['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"67,356"
37,Arab-Islamic History:From Tribes to Empires…,https://www.edx.org/course/arab-islamic-history-from-tribes-to-empires,https://prod-discovery.edx-cdn.org/media/course/image/745f86db-4203-40df-b6b1-08439ed0bdc6-a3aea77599b7.jpg,['Introductory'],['3–4 hours per week'],['8 Weeks'],['English'],['English'],['$149 USD'],"['IsraelX', 'Tel Aviv University']","['https://www.edx.org/school/israelx', 'https://www.edx.org/school/tau']","18,262"
38,China’s Political andIntellectual Foundations:From Sage Kings to Con……,https://www.edx.org/course/chinas-political-and-intellectual-foundations-fr-2,https://prod-discovery.edx-cdn.org/media/course/image/166f77be-bfaa-4fdd-b804-23cc61a3ab85-528e7b1ea85f.jpg,['Introductory'],['1–3 hours per week'],['15 Weeks'],['English'],"['English, 中文']",['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"47,716"
39,The Rise of Superheroesand Their Impact On PopCulture…,https://www.edx.org/course/the-rise-of-superheroes-and-their-impact-on-pop-cu,https://prod-discovery.edx-cdn.org/media/course/image/1bad1080-ced8-41fd-939d-a10771310a1f-ecc17e4470ac.jpg,['Introductory'],['1–2 hours per week'],['6 Weeks'],['English'],['English'],['$50 USD'],['The Smithsonian Institution'],['https://www.edx.org/school/smithsonianx'],"31,684"
40,The Einstein Revolution…,https://www.edx.org/course/the-einstein-revolution,https://prod-discovery.edx-cdn.org/media/course/image/ac2fbfb4-7f55-460b-904b-bd3fa815461a-d08072574d1b.jpg,['Introductory'],['2–3 hours per week'],['14 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"25,985"
41,The Threat of NuclearTerrorism…,https://www.edx.org/course/the-threat-of-nuclear-terrorism,https://prod-discovery.edx-cdn.org/media/course/image/bb02f879-5c2d-4467-9461-b2d29c2d85df-4fd38876f3db.jpeg,['Introductory'],['1–5 hours per week'],['5 Weeks'],['English'],['English'],['$50 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],not-mentioned
42,Terrorism andCounterterrorism…,https://www.edx.org/course/terrorism-and-counterterrorism,https://prod-discovery.edx-cdn.org/media/course/image/eecc087c-2bfa-4b26-81d6-a6bf6a6b246c-d3dc945d7389.jpg,['Introductory'],['8–10 hours per week'],['7 Weeks'],['English'],['English'],['$49 USD'],['Georgetown University'],['https://www.edx.org/school/georgetownx'],"29,122"
43,"First Nights - Stravinsky’sRite of Spring:Modernism, Ballet, and……",https://www.edx.org/course/stravinskys-rite-of-spring-modernism-ballet-and-ri,https://prod-discovery.edx-cdn.org/media/course/image/fcd27aa6-9bec-4a83-8639-f5f57f58c70b-1d89f26dfa2b.jpg,['Introductory'],['3–5 hours per week'],['3 Weeks'],['English'],['English'],['$49 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"17,873"
44,American Prophet: TheInner Life and GlobalVision of Martin Luther……,https://www.edx.org/course/american-prophet-the-inner-life-and-global-vision-of-martin-luther-king-jr,https://prod-discovery.edx-cdn.org/media/course/image/c8ea57cf-3594-4db9-8937-074270aaea09-847fdd61ed47.jpeg,['Introductory'],['2–4 hours per week'],['11 Weeks'],['English'],['English'],['$50 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],not-mentioned
45,Globalization: Past andFuture…,https://www.edx.org/course/globalization-past-and-future,https://prod-discovery.edx-cdn.org/media/course/image/f21c583c-786d-4ace-b63e-270fe2cb3e6d-e2fd7fc94a4e.jpg,['Introductory'],['2–4 hours per week'],['4 Weeks'],['English'],"['English, Русский']",['$25 USD'],['SDG Academy'],['https://www.edx.org/school/sdgacademyx'],"10,663"
46,Indian & Tibetan River ofBuddhism…,https://www.edx.org/course/indian-tibetan-river-of-buddhism,https://prod-discovery.edx-cdn.org/media/course/image/05feaecb-e342-4e08-b671-1053c459cd13-1069401e2687.jpg,['Intermediate'],['2–4 hours per week'],['12 Weeks'],['English'],['English'],['$49.99 USD'],['Columbia University'],['https://www.edx.org/school/columbiax'],"7,079"
47,Modern JapaneseArchitecture Part 1: FromMeiji Restoration to the……,https://www.edx.org/course/modern-japanese-architecture-part-1-from-meiji-res,https://prod-discovery.edx-cdn.org/media/course/image/a918b89b-211e-4b4d-8299-c1653c121aac-1e915a03eef7.png,['Intermediate'],['3–5 hours per week'],['5 Weeks'],['English'],['English'],['$59 USD'],['Tokyo Institute of Technology'],['https://www.edx.org/school/tokyotechx'],not-mentioned
48,"19th-Century Opera:Meyerbeer, Wagner, &Verdi…",https://www.edx.org/course/19th-century-opera-meyerbeer-wagner-verdi,https://prod-discovery.edx-cdn.org/media/course/image/abbddba1-6784-477f-8534-be7dbd5529f4-f258186dcc9d.jpg,['Introductory'],['3–5 hours per week'],['6 Weeks'],['English'],['English'],['$139 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"9,650"
49,The Medieval IcelandicSagas…,https://www.edx.org/course/the-medieval-icelandic-sagas-2,https://prod-discovery.edx-cdn.org/media/course/image/c6c4da7f-62e5-4512-b296-301b3c1483fe-2928b3375179.jpg,['Intermediate'],['2–3 hours per week'],['6 Weeks'],['English'],['English'],['$50 USD'],['The University of Iceland'],['https://www.edx.org/school/uicelandx'],"11,554"
50,China’s First Empires andthe Rise of Buddhism…,https://www.edx.org/course/chinas-first-empires-and-the-rise-of-buddhism,https://prod-discovery.edx-cdn.org/media/course/image/4fbacf29-b308-44de-9468-4638ef040e51-96328eb96e90.jpg,['Introductory'],['1–3 hours per week'],['15 Weeks'],['English'],"['English, 中文']",['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"46,514"
51,The Conquest of Space:Space Exploration andRocket Science…,https://www.edx.org/course/the-conquest-of-space-space-exploration-and-rocket,https://prod-discovery.edx-cdn.org/media/course/image/af05174d-613f-4a54-9c6e-8298a26417e3-0f427e63cd96.jpg,['Introductory'],['3–4 hours per week'],['7 Weeks'],['English'],['English'],['$129 USD'],['Universidad Carlos III de Madrid'],['https://www.edx.org/school/uc3mx'],"20,308"
52,Modern China’sFoundations: TheManchus and the Qing…,https://www.edx.org/course/modern-chinas-foundations-the-manchus-and-the-qing,https://prod-discovery.edx-cdn.org/media/course/image/494c3f24-9442-47db-b8f2-494db3d4ef46-1f6be808df5a.jpg,['Introductory'],['1–3 hours per week'],['15 Weeks'],['English'],"['English, 中文']",['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"47,575"
53,The Civil War andReconstruction - 1861 -1865: A New Birth of Fr……,https://www.edx.org/course/cwr-1861-1865-a-new-birth-of-freedom,https://prod-discovery.edx-cdn.org/media/course/image/961efa62-07b6-4c56-94cb-3524fb1b7021-2047212d5583.png,['Introductory'],['6–8 hours per week'],['12 Weeks'],['English'],['English'],['$50 USD'],['Columbia University'],['https://www.edx.org/school/columbiax'],"18,159"
54,Historia de la ética…,https://www.edx.org/course/historia-de-la-etica,https://prod-discovery.edx-cdn.org/media/course/image/c7da6ff6-90d5-462f-b737-5dec5ba51f51-dafee319fd23.jpg,['Introductory'],['1–3 hours per week'],['6 Weeks'],['Español'],['Español'],['$29 USD'],['Universidad Carlos III de Madrid'],['https://www.edx.org/school/uc3mx'],"9,681"
55,La España del Quijote…,https://www.edx.org/course/la-espana-del-quijote,https://prod-discovery.edx-cdn.org/media/course/image/449a9d7a-02ad-4d37-a9f3-78dd34ef7fd8-310888d46411.jpg,['Introductory'],['5–7 hours per week'],['7 Weeks'],['Español'],['Español'],['$19 USD'],['Universidad Autónoma de Madrid'],['https://www.edx.org/school/uamx'],"13,531"
56,"Introducción al griegoclásico: verbos, oracionesy filosofía…",https://www.edx.org/course/aprende-griego-clasico-2,https://prod-discovery.edx-cdn.org/media/course/image/6939ccf0-a699-446f-8a25-5e9d440a8c85-9516f697008c.jpg,['Introductory'],['4–5 hours per week'],['5 Weeks'],"['Subject:Language', 'Español']",['Español'],['$29 USD'],['Universidad Autónoma de Madrid'],['https://www.edx.org/school/uamx'],not-mentioned
57,The Supreme Court &American Politics…,https://www.edx.org/course/the-supreme-court-american-politics,https://prod-discovery.edx-cdn.org/media/course/image/6ed0bf0e-76d1-4825-a838-2f334abb9920-096109127480.jpg,['Introductory'],['4–7 hours per week'],['8 Weeks'],['English'],['English'],['$29 USD'],"['University of Baltimore', 'University System of Maryland']","['https://www.edx.org/school/university-baltimore', 'https://www.edx.org/school/usmx']","6,596"
58,Seeking Women’s Rights:Colonial Period to theCivil War…,https://www.edx.org/course/seeking-womens-rights-colonial-period-to-the-civil,https://prod-discovery.edx-cdn.org/media/course/image/5415cf98-40e3-4b31-992d-87ddda984c61-3ee7ba4be3c3.png,['Intermediate'],['2–3 hours per week'],['10 Weeks'],['English'],['English'],['$50 USD'],['Columbia University'],['https://www.edx.org/school/columbiax'],"5,342"
59,Creating Modern China:The Republican Period tothe Present…,https://www.edx.org/course/creating-modern-china-the-republican-period-to-the,https://prod-discovery.edx-cdn.org/media/course/image/4d84e313-dde1-4d20-a045-ea2f804c7362-04d9a5e4468b.jpg,['Introductory'],['1–3 hours per week'],['15 Weeks'],['English'],"['English, 中文']",['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"43,350"
60,Star Trek: InspiringCulture and Technology…,https://www.edx.org/course/star-trek-inspiring-culture-and-technology,https://prod-discovery.edx-cdn.org/media/course/image/f5a67dfa-28df-4bc4-bd9e-c34971f76c3f-90f5e7afeb6a.jpg,['Introductory'],['1–3 hours per week'],['7 Weeks'],['English'],['English'],['$40 USD'],['The Smithsonian Institution'],['https://www.edx.org/school/smithsonianx'],"6,710"
61,Introducción a lacaligrafía y paleografíaen archivos hispanos m……,https://www.edx.org/course/introduccion-a-la-caligrafia-y-paleografia-en-arch,https://prod-discovery.edx-cdn.org/media/course/image/b857127d-b56f-42f1-8c78-84729de49620-8db3a44b1fb9.jpg,['Introductory'],['3–4 hours per week'],['6 Weeks'],['Español'],['Español'],['$29 USD'],['Universidad Carlos III de Madrid'],['https://www.edx.org/school/uc3mx'],"12,904"
62,Chinese History FromWarring States to theTang Dynasty | 资治通鉴…,https://www.edx.org/course/chinese-history-from-warring-states-to-the-tang-dy,https://prod-discovery.edx-cdn.org/media/course/image/98df01ef-3f2f-4c95-8f0b-13056b4238bd-b8061c58c3ba.jpg,['Introductory'],['2–3 hours per week'],['18 Weeks'],['中文'],['English'],['$49 USD'],['Tsinghua University'],['https://www.edx.org/school/tsinghuax'],"12,296"
63,Global China: From theMongols to the Ming…,https://www.edx.org/course/global-china-from-the-mongols-to-the-ming,https://prod-discovery.edx-cdn.org/media/course/image/ccdd4363-a3e6-4a41-b60a-2b909d16d4dd-0ae81a942056.jpg,['Introductory'],['1–3 hours per week'],['15 Weeks'],['English'],"['English, 中文']",['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"42,150"
64,Terrorism andCounterterrorism: AnIntroduction…,https://www.edx.org/course/terrorism-and-counterterrorism-an-introduction,https://prod-discovery.edx-cdn.org/media/course/image/706c8c51-3828-477e-bdbd-1a35fa4fefcc-47fdf0012e1d.jpg,['Introductory'],['8–10 hours per week'],['3 Weeks'],['English'],['English'],['$49 USD'],['Georgetown University'],['https://www.edx.org/school/georgetownx'],"14,326"
65,Smithsonian’s ObjectsThat Define America…,https://www.edx.org/course/smithsonians-objects-that-define-america,https://prod-discovery.edx-cdn.org/media/course/image/58d05486-806c-484a-a3a7-b90cb7b629e8-c32a24fba1dc.jpg,['Introductory'],['1–2 hours per week'],['5 Weeks'],['English'],['English'],['$50 USD'],['The Smithsonian Institution'],['https://www.edx.org/school/smithsonianx'],"9,174"
66,Cosmopolitan Tang:Aristocratic Culture inChina…,https://www.edx.org/course/cosmopolitan-tang-aristocratic-culture-in-china,https://prod-discovery.edx-cdn.org/media/course/image/84962208-bba8-43c5-9d2e-3b76e4294e31-5d1fe3d1a0be.jpg,['Introductory'],['1–3 hours per week'],['15 Weeks'],['English'],"['English, 中文']",['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"41,383"
67,Griego clásico a través delas Guerras Médicas…,https://www.edx.org/course/aprende-griego-clasico-3,https://prod-discovery.edx-cdn.org/media/course/image/47cba076-2d33-48bf-8abe-3c83fdb5cffb-1e4de1ecbe16.jpg,['Intermediate'],['5–7 hours per week'],['4 Weeks'],"['Subject:Language', 'Español']",['Español'],['$29 USD'],['Universidad Autónoma de Madrid'],['https://www.edx.org/school/uamx'],not-mentioned
68,The Bible in Light of theAncient Near East…,https://www.edx.org/course/the-bible-in-light-of-the-ancient-near-east-2,https://prod-discovery.edx-cdn.org/media/course/image/58ee5888-e111-46be-923b-f14d07230317-4d6aa4839d4f.jpg,['Introductory'],['2–4 hours per week'],['9 Weeks'],['English'],['English'],['$49 USD'],['IsraelX'],['https://www.edx.org/school/israelx'],"8,330"
69,"Tokyo Hillside, TokyoRiverside: Exploring theHistorical City…",https://www.edx.org/course/tokyo-hillside-tokyo-riverside-exploring-the-histo,https://prod-discovery.edx-cdn.org/media/course/image/4e10a770-7a86-4ffd-b32e-30603bf09835-6ca100a447c5.jpeg,['Introductory'],['2–3 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],['The University of Tokyo'],['https://www.edx.org/school/utokyox'],not-mentioned
70,"Literati China:Examinations,Neo-Confucianism, and……",https://www.edx.org/course/literati-china-examinations-neo-confucianism-and-l,https://prod-discovery.edx-cdn.org/media/course/image/00168fe8-832f-4aeb-a923-97760f037dda-be01553dae3e.jpg,['Introductory'],['1–3 hours per week'],['15 Weeks'],['English'],"['English, 中文']",['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"40,612"
